GEOID,NAME,variable,value,gender,age_band,race
56,Wyoming,P012A013,15826,Male,35-54,White
72,Puerto Rico,P012A013,84445,Male,35-54,White
01,Alabama,P012A014,109036,Male,35-54,White
02,Alaska,P012A014,17469,Male,35-54,White
04,Arizona,P012A014,149647,Male,35-54,White
05,Arkansas,P012A014,71639,Male,35-54,White
06,California,P012A014,756875,Male,35-54,White
08,Colorado,P012A014,143284,Male,35-54,White
09,Connecticut,P012A014,99039,Male,35-54,White
10,Delaware,P012A014,20191,Male,35-54,White
11,District of Columbia,P012A014,8276,Male,35-54,White
12,Florida,P012A014,469096,Male,35-54,White
13,Georgia,P012A014,210966,Male,35-54,White
15,Hawaii,P012A014,12470,Male,35-54,White
16,Idaho,P012A014,42585,Male,35-54,White
17,Illinois,P012A014,313810,Male,35-54,White
18,Indiana,P012A014,181056,Male,35-54,White
19,Iowa,P012A014,86439,Male,35-54,White
20,Kansas,P012A014,73197,Male,35-54,White
21,Kentucky,P012A014,128889,Male,35-54,White
22,Louisiana,P012A014,92886,Male,35-54,White
23,Maine,P012A014,42946,Male,35-54,White
24,Maryland,P012A014,116238,Male,35-54,White
25,Massachusetts,P012A014,185113,Male,35-54,White
26,Michigan,P012A014,264559,Male,35-54,White
27,Minnesota,P012A014,152450,Male,35-54,White
28,Mississippi,P012A014,57424,Male,35-54,White
29,Missouri,P012A014,158006,Male,35-54,White
30,Montana,P012A014,26126,Male,35-54,White
31,Nebraska,P012A014,47859,Male,35-54,White
32,Nevada,P012A014,66375,Male,35-54,White
33,New Hampshire,P012A014,45065,Male,35-54,White
34,New Jersey,P012A014,215832,Male,35-54,White
35,New Mexico,P012A014,41795,Male,35-54,White
36,New York,P012A014,438015,Male,35-54,White
37,North Carolina,P012A014,231485,Male,35-54,White
38,North Dakota,P012A014,17822,Male,35-54,White
39,Ohio,P012A014,318604,Male,35-54,White
40,Oklahoma,P012A014,84225,Male,35-54,White
41,Oregon,P012A014,104108,Male,35-54,White
42,Pennsylvania,P012A014,347883,Male,35-54,White
44,Rhode Island,P012A014,29304,Male,35-54,White
45,South Carolina,P012A014,102079,Male,35-54,White
46,South Dakota,P012A014,20936,Male,35-54,White
47,Tennessee,P012A014,168740,Male,35-54,White
48,Texas,P012A014,587334,Male,35-54,White
49,Utah,P012A014,66744,Male,35-54,White
50,Vermont,P012A014,19747,Male,35-54,White
51,Virginia,P012A014,193325,Male,35-54,White
53,Washington,P012A014,181157,Male,35-54,White
54,West Virginia,P012A014,57131,Male,35-54,White
55,Wisconsin,P012A014,167708,Male,35-54,White
56,Wyoming,P012A014,15552,Male,35-54,White
72,Puerto Rico,P012A014,83677,Male,35-54,White
01,Alabama,P012A015,122732,Male,35-54,White
02,Alaska,P012A015,20750,Male,35-54,White
04,Arizona,P012A015,161077,Male,35-54,White
05,Arkansas,P012A015,81348,Male,35-54,White
06,California,P012A015,822504,Male,35-54,White
08,Colorado,P012A015,155347,Male,35-54,White
09,Connecticut,P012A015,115447,Male,35-54,White
10,Delaware,P012A015,23660,Male,35-54,White
11,District of Columbia,P012A015,7096,Male,35-54,White
12,Florida,P012A015,538252,Male,35-54,White
13,Georgia,P012A015,226029,Male,35-54,White
15,Hawaii,P012A015,13648,Male,35-54,White
16,Idaho,P012A015,46658,Male,35-54,White
17,Illinois,P012A015,351830,Male,35-54,White
18,Indiana,P012A015,205493,Male,35-54,White
19,Iowa,P012A015,100750,Male,35-54,White
20,Kansas,P012A015,86404,Male,35-54,White
21,Kentucky,P012A015,143050,Male,35-54,White
22,Louisiana,P012A015,105579,Male,35-54,White
23,Maine,P012A015,50950,Male,35-54,White
24,Maryland,P012A015,137587,Male,35-54,White
25,Massachusetts,P012A015,211180,Male,35-54,White
26,Michigan,P012A015,305249,Male,35-54,White
27,Minnesota,P012A015,182285,Male,35-54,White
28,Mississippi,P012A015,64522,Male,35-54,White
29,Missouri,P012A015,188226,Male,35-54,White
30,Montana,P012A015,32146,Male,35-54,White
31,Nebraska,P012A015,57121,Male,35-54,White
32,Nevada,P012A015,70210,Male,35-54,White
33,New Hampshire,P012A015,53406,Male,35-54,White
34,New Jersey,P012A015,247389,Male,35-54,White
35,New Mexico,P012A015,49660,Male,35-54,White
36,New York,P012A015,485737,Male,35-54,White
37,North Carolina,P012A015,246965,Male,35-54,White
38,North Dakota,P012A015,21702,Male,35-54,White
39,Ohio,P012A015,359654,Male,35-54,White
40,Oklahoma,P012A015,98949,Male,35-54,White
41,Oregon,P012A015,112198,Male,35-54,White
42,Pennsylvania,P012A015,398471,Male,35-54,White
44,Rhode Island,P012A015,33694,Male,35-54,White
45,South Carolina,P012A015,112622,Male,35-54,White
46,South Dakota,P012A015,25743,Male,35-54,White
47,Tennessee,P012A015,184044,Male,35-54,White
48,Texas,P012A015,630765,Male,35-54,White
49,Utah,P012A015,67652,Male,35-54,White
50,Vermont,P012A015,23678,Male,35-54,White
51,Virginia,P012A015,218497,Male,35-54,White
53,Washington,P012A015,200052,Male,35-54,White
54,West Virginia,P012A015,62093,Male,35-54,White
55,Wisconsin,P012A015,196943,Male,35-54,White
56,Wyoming,P012A015,18167,Male,35-54,White
72,Puerto Rico,P012A015,83801,Male,35-54,White
01,Alabama,P012A016,122560,Male,35-54,White
02,Alaska,P012A016,22462,Male,35-54,White
04,Arizona,P012A016,160396,Male,35-54,White
05,Arkansas,P012A016,80021,Male,35-54,White
06,California,P012A016,813252,Male,35-54,White
08,Colorado,P012A016,158945,Male,35-54,White
09,Connecticut,P012A016,116982,Male,35-54,White
10,Delaware,P012A016,23878,Male,35-54,White
11,District of Columbia,P012A016,5856,Male,35-54,White
12,Florida,P012A016,513643,Male,35-54,White
13,Georgia,P012A016,214129,Male,35-54,White
15,Hawaii,P012A016,14705,Male,35-54,White
16,Idaho,P012A016,48037,Male,35-54,White
17,Illinois,P012A016,354018,Male,35-54,White
18,Indiana,P012A016,207147,Male,35-54,White
19,Iowa,P012A016,105743,Male,35-54,White
20,Kansas,P012A016,88845,Male,35-54,White
21,Kentucky,P012A016,141270,Male,35-54,White
22,Louisiana,P012A016,108335,Male,35-54,White
23,Maine,P012A016,52437,Male,35-54,White
24,Maryland,P012A016,136723,Male,35-54,White
25,Massachusetts,P012A016,207814,Male,35-54,White
26,Michigan,P012A016,315509,Male,35-54,White
27,Minnesota,P012A016,183385,Male,35-54,White
28,Mississippi,P012A016,64638,Male,35-54,White
29,Missouri,P012A016,188258,Male,35-54,White
30,Montana,P012A016,35804,Male,35-54,White
31,Nebraska,P012A016,59512,Male,35-54,White
32,Nevada,P012A016,68327,Male,35-54,White
33,New Hampshire,P012A016,53709,Male,35-54,White
34,New Jersey,P012A016,244723,Male,35-54,White
35,New Mexico,P012A016,51838,Male,35-54,White
36,New York,P012A016,487454,Male,35-54,White
37,North Carolina,P012A016,238431,Male,35-54,White
38,North Dakota,P012A016,23844,Male,35-54,White
39,Ohio,P012A016,375423,Male,35-54,White
40,Oklahoma,P012A016,101765,Male,35-54,White
41,Oregon,P012A016,119512,Male,35-54,White
42,Pennsylvania,P012A016,419209,Male,35-54,White
44,Rhode Island,P012A016,34123,Male,35-54,White
45,South Carolina,P012A016,109849,Male,35-54,White
46,South Dakota,P012A016,27216,Male,35-54,White
47,Tennessee,P012A016,181180,Male,35-54,White
48,Texas,P012A016,617859,Male,35-54,White
49,Utah,P012A016,67801,Male,35-54,White
50,Vermont,P012A016,24999,Male,35-54,White
51,Virginia,P012A016,211681,Male,35-54,White
53,Washington,P012A016,205379,Male,35-54,White
54,West Virginia,P012A016,66866,Male,35-54,White
55,Wisconsin,P012A016,199719,Male,35-54,White
56,Wyoming,P012A016,21032,Male,35-54,White
72,Puerto Rico,P012A016,81237,Male,35-54,White
01,Alabama,P012A017,110554,Male,55-74,White
02,Alaska,P012A017,20765,Male,55-74,White
04,Arizona,P012A017,147941,Male,55-74,White
05,Arkansas,P012A017,73128,Male,55-74,White
06,California,P012A017,717799,Male,55-74,White
08,Colorado,P012A017,142865,Male,55-74,White
09,Connecticut,P012A017,100982,Male,55-74,White
10,Delaware,P012A017,21200,Male,55-74,White
11,District of Columbia,P012A017,5578,Male,55-74,White
12,Florida,P012A017,462400,Male,55-74,White
13,Georgia,P012A017,186634,Male,55-74,White
15,Hawaii,P012A017,15529,Male,55-74,White
16,Idaho,P012A017,44998,Male,55-74,White
17,Illinois,P012A017,311067,Male,55-74,White
18,Indiana,P012A017,184834,Male,55-74,White
19,Iowa,P012A017,98078,Male,55-74,White
20,Kansas,P012A017,81124,Male,55-74,White
21,Kentucky,P012A017,127930,Male,55-74,White
22,Louisiana,P012A017,97435,Male,55-74,White
23,Maine,P012A017,48508,Male,55-74,White
24,Maryland,P012A017,121289,Male,55-74,White
25,Massachusetts,P012A017,182873,Male,55-74,White
26,Michigan,P012A017,283554,Male,55-74,White
27,Minnesota,P012A017,162020,Male,55-74,White
28,Mississippi,P012A017,58496,Male,55-74,White
29,Missouri,P012A017,165485,Male,55-74,White
30,Montana,P012A017,35553,Male,55-74,White
31,Nebraska,P012A017,53791,Male,55-74,White
32,Nevada,P012A017,62564,Male,55-74,White
33,New Hampshire,P012A017,46183,Male,55-74,White
34,New Jersey,P012A017,210008,Male,55-74,White
35,New Mexico,P012A017,50388,Male,55-74,White
36,New York,P012A017,435112,Male,55-74,White
37,North Carolina,P012A017,216010,Male,55-74,White
38,North Dakota,P012A017,22573,Male,55-74,White
39,Ohio,P012A017,335325,Male,55-74,White
40,Oklahoma,P012A017,92731,Male,55-74,White
41,Oregon,P012A017,120750,Male,55-74,White
42,Pennsylvania,P012A017,378421,Male,55-74,White
44,Rhode Island,P012A017,30231,Male,55-74,White
45,South Carolina,P012A017,102349,Male,55-74,White
46,South Dakota,P012A017,25610,Male,55-74,White
47,Tennessee,P012A017,165051,Male,55-74,White
48,Texas,P012A017,534097,Male,55-74,White
49,Utah,P012A017,60257,Male,55-74,White
50,Vermont,P012A017,23252,Male,55-74,White
51,Virginia,P012A017,186494,Male,55-74,White
53,Washington,P012A017,190135,Male,55-74,White
54,West Virginia,P012A017,65317,Male,55-74,White
55,Wisconsin,P012A017,179243,Male,55-74,White
56,Wyoming,P012A017,19838,Male,55-74,White
72,Puerto Rico,P012A017,76455,Male,55-74,White
01,Alabama,P012A018,42126,Male,55-74,White
02,Alaska,P012A018,7003,Male,55-74,White
04,Arizona,P012A018,58272,Male,55-74,White
05,Arkansas,P012A018,28078,Male,55-74,White
06,California,P012A018,258995,Male,55-74,White
08,Colorado,P012A018,50777,Male,55-74,White
09,Connecticut,P012A018,35108,Male,55-74,White
10,Delaware,P012A018,8130,Male,55-74,White
11,District of Columbia,P012A018,2230,Male,55-74,White
12,Florida,P012A018,180427,Male,55-74,White
13,Georgia,P012A018,70451,Male,55-74,White
15,Hawaii,P012A018,6409,Male,55-74,White
16,Idaho,P012A018,16464,Male,55-74,White
17,Illinois,P012A018,109590,Male,55-74,White
18,Indiana,P012A018,66004,Male,55-74,White
19,Iowa,P012A018,34651,Male,55-74,White
20,Kansas,P012A018,28687,Male,55-74,White
21,Kentucky,P012A018,47606,Male,55-74,White
22,Louisiana,P012A018,35052,Male,55-74,White
23,Maine,P012A018,18164,Male,55-74,White
24,Maryland,P012A018,43225,Male,55-74,White
25,Massachusetts,P012A018,66168,Male,55-74,White
26,Michigan,P012A018,100504,Male,55-74,White
27,Minnesota,P012A018,56080,Male,55-74,White
28,Mississippi,P012A018,22305,Male,55-74,White
29,Missouri,P012A018,59977,Male,55-74,White
30,Montana,P012A018,12984,Male,55-74,White
31,Nebraska,P012A018,19200,Male,55-74,White
32,Nevada,P012A018,24346,Male,55-74,White
33,New Hampshire,P012A018,16503,Male,55-74,White
34,New Jersey,P012A018,74096,Male,55-74,White
35,New Mexico,P012A018,19809,Male,55-74,White
36,New York,P012A018,158991,Male,55-74,White
37,North Carolina,P012A018,81622,Male,55-74,White
38,North Dakota,P012A018,7747,Male,55-74,White
39,Ohio,P012A018,121292,Male,55-74,White
40,Oklahoma,P012A018,34147,Male,55-74,White
41,Oregon,P012A018,45267,Male,55-74,White
42,Pennsylvania,P012A018,133831,Male,55-74,White
44,Rhode Island,P012A018,11136,Male,55-74,White
45,South Carolina,P012A018,40579,Male,55-74,White
46,South Dakota,P012A018,9058,Male,55-74,White
47,Tennessee,P012A018,63027,Male,55-74,White
48,Texas,P012A018,190140,Male,55-74,White
49,Utah,P012A018,20868,Male,55-74,White
50,Vermont,P012A018,8628,Male,55-74,White
51,Virginia,P012A018,69403,Male,55-74,White
53,Washington,P012A018,69301,Male,55-74,White
54,West Virginia,P012A018,25434,Male,55-74,White
55,Wisconsin,P012A018,63183,Male,55-74,White
56,Wyoming,P012A018,7003,Male,55-74,White
72,Puerto Rico,P012A018,30266,Male,55-74,White
01,Alabama,P012A019,60325,Male,55-74,White
02,Alaska,P012A019,8361,Male,55-74,White
04,Arizona,P012A019,86276,Male,55-74,White
05,Arkansas,P012A019,40769,Male,55-74,White
06,California,P012A019,358324,Male,55-74,White
08,Colorado,P012A019,68433,Male,55-74,White
09,Connecticut,P012A019,50042,Male,55-74,White
10,Delaware,P012A019,12017,Male,55-74,White
11,District of Columbia,P012A019,3012,Male,55-74,White
12,Florida,P012A019,274069,Male,55-74,White
13,Georgia,P012A019,100792,Male,55-74,White
15,Hawaii,P012A019,8585,Male,55-74,White
16,Idaho,P012A019,22967,Male,55-74,White
17,Illinois,P012A019,147992,Male,55-74,White
18,Indiana,P012A019,88243,Male,55-74,White
19,Iowa,P012A019,45683,Male,55-74,White
20,Kansas,P012A019,38375,Male,55-74,White
21,Kentucky,P012A019,65009,Male,55-74,White
22,Louisiana,P012A019,48697,Male,55-74,White
23,Maine,P012A019,25248,Male,55-74,White
24,Maryland,P012A019,61330,Male,55-74,White
25,Massachusetts,P012A019,91307,Male,55-74,White
26,Michigan,P012A019,135691,Male,55-74,White
27,Minnesota,P012A019,73388,Male,55-74,White
28,Mississippi,P012A019,32460,Male,55-74,White
29,Missouri,P012A019,82673,Male,55-74,White
30,Montana,P012A019,17488,Male,55-74,White
31,Nebraska,P012A019,24923,Male,55-74,White
32,Nevada,P012A019,35625,Male,55-74,White
33,New Hampshire,P012A019,22646,Male,55-74,White
34,New Jersey,P012A019,104349,Male,55-74,White
35,New Mexico,P012A019,26882,Male,55-74,White
36,New York,P012A019,219454,Male,55-74,White
37,North Carolina,P012A019,119762,Male,55-74,White
38,North Dakota,P012A019,9782,Male,55-74,White
39,Ohio,P012A019,163812,Male,55-74,White
40,Oklahoma,P012A019,47674,Male,55-74,White
41,Oregon,P012A019,61189,Male,55-74,White
42,Pennsylvania,P012A019,185743,Male,55-74,White
44,Rhode Island,P012A019,15254,Male,55-74,White
45,South Carolina,P012A019,60364,Male,55-74,White
46,South Dakota,P012A019,11679,Male,55-74,White
47,Tennessee,P012A019,90276,Male,55-74,White
48,Texas,P012A019,263762,Male,55-74,White
49,Utah,P012A019,27820,Male,55-74,White
50,Vermont,P012A019,11522,Male,55-74,White
51,Virginia,P012A019,97999,Male,55-74,White
53,Washington,P012A019,94421,Male,55-74,White
54,West Virginia,P012A019,34083,Male,55-74,White
55,Wisconsin,P012A019,82815,Male,55-74,White
56,Wyoming,P012A019,9078,Male,55-74,White
72,Puerto Rico,P012A019,46172,Male,55-74,White
01,Alabama,P012A020,33715,Male,55-74,White
02,Alaska,P012A020,4249,Male,55-74,White
04,Arizona,P012A020,49832,Male,55-74,White
05,Arkansas,P012A020,23733,Male,55-74,White
06,California,P012A020,192265,Male,55-74,White
08,Colorado,P012A020,35188,Male,55-74,White
09,Connecticut,P012A020,27218,Male,55-74,White
10,Delaware,P012A020,6814,Male,55-74,White
11,District of Columbia,P012A020,1780,Male,55-74,White
12,Florida,P012A020,162216,Male,55-74,White
13,Georgia,P012A020,54648,Male,55-74,White
15,Hawaii,P012A020,4577,Male,55-74,White
16,Idaho,P012A020,12652,Male,55-74,White
17,Illinois,P012A020,77997,Male,55-74,White
18,Indiana,P012A020,47811,Male,55-74,White
19,Iowa,P012A020,24452,Male,55-74,White
20,Kansas,P012A020,20633,Male,55-74,White
21,Kentucky,P012A020,35016,Male,55-74,White
22,Louisiana,P012A020,26730,Male,55-74,White
23,Maine,P012A020,13401,Male,55-74,White
24,Maryland,P012A020,32085,Male,55-74,White
25,Massachusetts,P012A020,48440,Male,55-74,White
26,Michigan,P012A020,73832,Male,55-74,White
27,Minnesota,P012A020,39517,Male,55-74,White
28,Mississippi,P012A020,17715,Male,55-74,White
29,Missouri,P012A020,46214,Male,55-74,White
30,Montana,P012A020,9536,Male,55-74,White
31,Nebraska,P012A020,13787,Male,55-74,White
32,Nevada,P012A020,19793,Male,55-74,White
33,New Hampshire,P012A020,11871,Male,55-74,White
34,New Jersey,P012A020,54885,Male,55-74,White
35,New Mexico,P012A020,14670,Male,55-74,White
36,New York,P012A020,114885,Male,55-74,White
37,North Carolina,P012A020,65520,Male,55-74,White
38,North Dakota,P012A020,5460,Male,55-74,White
39,Ohio,P012A020,83555,Male,55-74,White
40,Oklahoma,P012A020,27509,Male,55-74,White
41,Oregon,P012A020,33231,Male,55-74,White
42,Pennsylvania,P012A020,98085,Male,55-74,White
44,Rhode Island,P012A020,8026,Male,55-74,White
45,South Carolina,P012A020,34300,Male,55-74,White
46,South Dakota,P012A020,6239,Male,55-74,White
47,Tennessee,P012A020,50605,Male,55-74,White
48,Texas,P012A020,145357,Male,55-74,White
49,Utah,P012A020,15443,Male,55-74,White
50,Vermont,P012A020,6170,Male,55-74,White
51,Virginia,P012A020,52573,Male,55-74,White
53,Washington,P012A020,51346,Male,55-74,White
54,West Virginia,P012A020,18128,Male,55-74,White
55,Wisconsin,P012A020,44315,Male,55-74,White
56,Wyoming,P012A020,4824,Male,55-74,White
72,Puerto Rico,P012A020,26760,Male,55-74,White
01,Alabama,P012A021,45322,Male,55-74,White
02,Alaska,P012A021,5022,Male,55-74,White
04,Arizona,P012A021,69106,Male,55-74,White
05,Arkansas,P012A021,32104,Male,55-74,White
06,California,P012A021,246071,Male,55-74,White
08,Colorado,P012A021,44265,Male,55-74,White
09,Connecticut,P012A021,35079,Male,55-74,White
10,Delaware,P012A021,9272,Male,55-74,White
11,District of Columbia,P012A021,2201,Male,55-74,White
12,Florida,P012A021,230377,Male,55-74,White
13,Georgia,P012A021,71496,Male,55-74,White
15,Hawaii,P012A021,5275,Male,55-74,White
16,Idaho,P012A021,17150,Male,55-74,White
17,Illinois,P012A021,105573,Male,55-74,White
18,Indiana,P012A021,64504,Male,55-74,White
19,Iowa,P012A021,33385,Male,55-74,White
20,Kansas,P012A021,26594,Male,55-74,White
21,Kentucky,P012A021,47225,Male,55-74,White
22,Louisiana,P012A021,35062,Male,55-74,White
23,Maine,P012A021,17412,Male,55-74,White
24,Maryland,P012A021,42507,Male,55-74,White
25,Massachusetts,P012A021,62403,Male,55-74,White
26,Michigan,P012A021,99776,Male,55-74,White
27,Minnesota,P012A021,52883,Male,55-74,White
28,Mississippi,P012A021,24065,Male,55-74,White
29,Missouri,P012A021,63243,Male,55-74,White
30,Montana,P012A021,12839,Male,55-74,White
31,Nebraska,P012A021,17493,Male,55-74,White
32,Nevada,P012A021,26655,Male,55-74,White
33,New Hampshire,P012A021,15347,Male,55-74,White
34,New Jersey,P012A021,73190,Male,55-74,White
35,New Mexico,P012A021,19693,Male,55-74,White
36,New York,P012A021,154061,Male,55-74,White
37,North Carolina,P012A021,87538,Male,55-74,White
38,North Dakota,P012A021,6941,Male,55-74,White
39,Ohio,P012A021,116696,Male,55-74,White
40,Oklahoma,P012A021,36079,Male,55-74,White
41,Oregon,P012A021,43155,Male,55-74,White
42,Pennsylvania,P012A021,134992,Male,55-74,White
44,Rhode Island,P012A021,10356,Male,55-74,White
45,South Carolina,P012A021,46246,Male,55-74,White
46,South Dakota,P012A021,8539,Male,55-74,White
47,Tennessee,P012A021,67457,Male,55-74,White
48,Texas,P012A021,187351,Male,55-74,White
49,Utah,P012A021,20302,Male,55-74,White
50,Vermont,P012A021,7932,Male,55-74,White
51,Virginia,P012A021,68822,Male,55-74,White
53,Washington,P012A021,65252,Male,55-74,White
54,West Virginia,P012A021,24811,Male,55-74,White
55,Wisconsin,P012A021,59011,Male,55-74,White
56,Wyoming,P012A021,6227,Male,55-74,White
72,Puerto Rico,P012A021,35685,Male,55-74,White
01,Alabama,P012A022,59012,Male,55-74,White
02,Alaska,P012A022,5122,Male,55-74,White
04,Arizona,P012A022,92282,Male,55-74,White
05,Arkansas,P012A022,42396,Male,55-74,White
06,California,P012A022,316250,Male,55-74,White
08,Colorado,P012A022,54310,Male,55-74,White
09,Connecticut,P012A022,41996,Male,55-74,White
10,Delaware,P012A022,11727,Male,55-74,White
11,District of Columbia,P012A022,2433,Male,55-74,White
12,Florida,P012A022,316882,Male,55-74,White
13,Georgia,P012A022,86635,Male,55-74,White
15,Hawaii,P012A022,5716,Male,55-74,White
16,Idaho,P012A022,21780,Male,55-74,White
17,Illinois,P012A022,133846,Male,55-74,White
18,Indiana,P012A022,81393,Male,55-74,White
19,Iowa,P012A022,44928,Male,55-74,White
